date,moving_avg,imported,linked,unlinked,fleet,plane,unknown
2020-02-17,0.571,0,2,0,0,0,0
2020-02-18,0.571,0,0,0,0,0,0
2020-02-19,0.857,0,1,1,0,0,0
2020-02-20,0.857,0,0,0,0,0,0
2020-02-21,1.143,0,2,0,0,0,0
2020-02-22,1.143,0,0,0,0,0,0
2020-02-23,1.143,0,1,1,0,0,0
2020-02-24,1.143,0,2,0,0,0,0
2020-02-25,1.286,0,1,0,0,0,0
2020-02-26,1.143,0,1,0,0,0,0
2020-02-27,1.143,0,0,0,0,0,0
2020-02-28,1.143,1,0,1,0,0,0
2020-02-29,1.857,1,4,0,0,0,0
2020-03-01,1.714,1,0,0,0,0,0
2020-03-02,1.571,0,1,0,0,0,0
2020-03-03,1.571,0,1,0,0,0,0
2020-03-04,1.429,0,0,0,0,0,0
2020-03-05,1.714,1,1,0,0,0,0
2020-03-06,1.571,0,1,0,0,0,0
2020-03-07,0.857,0,0,0,0,0,0
2020-03-08,0.714,0,0,0,0,0,0
2020-03-09,0.571,0,0,0,0,0,0
2020-03-10,0.714,1,1,0,0,0,0
2020-03-11,0.857,1,0,0,0,0,0
2020-03-12,0.714,1,0,0,0,0,0
2020-03-13,0.714,0,1,0,0,0,0
2020-03-14,1.143,3,0,0,0,0,0
2020-03-15,2.0,6,0,0,0,0,0
2020-03-16,3.143,8,0,0,0,0,0
2020-03-17,4.286,10,0,0,0,0,0
2020-03-18,7.429,21,1,1,0,0,0
2020-03-19,8.429,7,1,0,0,0,0
2020-03-20,12.143,24,2,1,0,0,0
2020-03-21,14.286,18,0,0,0,0,0
2020-03-22,15.714,13,2,1,0,0,0
2020-03-23,18.286,25,1,0,0,0,0
2020-03-24,19.857,20,1,0,0,0,0
2020-03-25,19.286,19,0,0,0,0,0
2020-03-26,20.571,15,2,0,0,0,0
2020-03-27,18.857,15,0,0,0,0,0
2020-03-28,18.571,14,1,1,0,0,0
2020-03-29,18.429,14,1,0,0,0,0
2020-03-30,15.857,7,1,0,0,0,0
2020-03-31,15.143,14,1,1,0,0,0
2020-04-01,13.429,7,0,0,0,0,0
2020-04-02,12.429,8,1,1,0,0,0
2020-04-03,11.571,7,2,0,0,0,0
2020-04-04,10.286,6,1,0,0,0,0
2020-04-05,9.286,8,0,0,0,0,0
2020-04-06,9.571,9,1,0,0,0,0
2020-04-07,7.714,3,0,0,0,0,0
2020-04-08,7.143,2,0,1,0,0,0
2020-04-09,5.857,0,1,0,0,0,0
2020-04-10,4.857,2,0,0,0,0,0
2020-04-11,4.286,3,0,0,0,0,0
2020-04-12,3.571,2,1,0,0,0,0
2020-04-13,2.857,5,0,0,0,0,0
2020-04-14,2.429,0,0,0,0,0,0
2020-04-15,2.286,2,0,0,0,0,0
2020-04-16,2.143,0,0,0,0,0,0
2020-04-17,1.857,0,0,0,0,0,0
2020-04-18,1.857,0,0,0,3,0,0
2020-04-19,4.571,1,0,0,21,0,0
2020-04-20,4.143,2,0,0,0,0,0
2020-04-21,4.571,0,0,0,3,0,0
2020-04-22,4.429,0,0,0,1,0,0
2020-04-23,4.571,0,0,0,1,0,0
2020-04-24,4.714,0,0,0,1,0,0
2020-04-25,4.429,0,0,0,1,0,0
2020-04-26,1.286,0,0,0,0,0,0
2020-04-27,1.0,0,0,0,0,0,0
2020-04-28,0.571,0,0,0,0,0,0
2020-04-29,0.429,0,0,0,0,0,0
2020-04-30,0.286,0,0,0,0,0,0
2020-05-01,0.143,0,0,0,0,0,0
2020-05-02,0.429,3,0,0,0,0,0
2020-05-03,1.0,0,0,0,4,0,0
2020-05-04,1.286,1,0,0,1,0,0
2020-05-05,1.286,0,0,0,0,0,0
2020-05-06,1.429,1,0,0,0,0,0
2020-05-07,1.571,1,0,0,0,0,0
2020-05-08,1.571,0,0,0,0,0,0
2020-05-09,1.143,0,0,0,0,0,0
2020-05-10,0.571,0,0,0,0,0,0
2020-05-11,0.286,0,0,0,0,0,0
2020-05-12,0.286,0,0,0,0,0,0
2020-05-13,0.143,0,0,0,0,0,0
2020-05-14,0.0,0,0,0,0,0,0
2020-05-15,0.0,0,0,0,0,0,0
2020-05-16,0.0,0,0,0,0,0,0
2020-05-17,0.0,0,0,0,0,0,0
2020-05-18,0.0,0,0,0,0,0,0
2020-05-19,0.0,0,0,0,0,0,0
2020-05-20,0.0,0,0,0,0,0,0
2020-05-21,0.143,1,0,0,0,0,0
2020-05-22,0.143,0,0,0,0,0,0
2020-05-23,0.143,0,0,0,0,0,0
2020-05-24,0.143,0,0,0,0,0,0
2020-05-25,0.143,0,0,0,0,0,0
2020-05-26,0.143,0,0,0,0,0,0
2020-05-27,0.143,0,0,0,0,0,0
2020-05-28,0.0,0,0,0,0,0,0
2020-05-29,0.143,1,0,0,0,0,0
2020-05-30,0.143,0,0,0,0,0,0
2020-05-31,0.143,0,0,0,0,0,0
2020-06-01,0.286,1,0,0,0,0,0
2020-06-02,0.286,0,0,0,0,0,0
2020-06-03,0.286,0,0,0,0,0,0
2020-06-04,0.286,0,0,0,0,0,0
2020-06-05,0.143,0,0,0,0,0,0
2020-06-06,0.143,0,0,0,0,0,0
2020-06-07,0.143,0,0,0,0,0,0
2020-06-08,0.0,0,0,0,0,0,0
2020-06-09,0.0,0,0,0,0,0,0
2020-06-10,0.0,0,0,0,0,0,0
2020-06-11,0.0,0,0,0,0,0,0
2020-06-12,0.0,0,0,0,0,0,0
2020-06-13,0.0,0,0,0,0,0,0
2020-06-14,0.0,0,0,0,0,0,0
2020-06-15,0.286,2,0,0,0,0,0
2020-06-16,0.286,0,0,0,0,0,0
2020-06-17,0.286,0,0,0,0,0,0
2020-06-18,0.429,1,0,0,0,0,0
2020-06-19,0.429,0,0,0,0,0,0
2020-06-20,0.429,0,0,0,0,0,0
2020-06-21,0.429,0,0,0,0,0,0
2020-06-22,0.143,0,0,0,0,0,0
2020-06-23,0.143,0,0,0,0,0,0
2020-06-24,0.143,0,0,0,0,0,0
2020-06-25,0.143,1,0,0,0,0,0
2020-06-26,0.143,0,0,0,0,0,0
2020-06-27,0.143,0,0,0,0,0,0
2020-06-28,0.143,0,0,0,0,0,0
2020-06-29,0.143,0,0,0,0,0,0
2020-06-30,0.143,0,0,0,0,0,0
2020-07-01,0.143,0,0,0,0,0,0
2020-07-02,0.143,1,0,0,0,0,0
2020-07-03,0.286,1,0,0,0,0,0
2020-07-04,0.286,0,0,0,0,0,0
2020-07-05,0.286,0,0,0,0,0,0
2020-07-06,0.286,0,0,0,0,0,0
2020-07-07,0.286,0,0,0,0,0,0
2020-07-08,0.286,0,0,0,0,0,0
2020-07-09,0.143,0,0,0,0,0,0
2020-07-10,0.286,2,0,0,0,0,0
2020-07-11,0.286,0,0,0,0,0,0
2020-07-12,0.286,0,0,0,0,0,0
2020-07-13,0.286,0,0,0,0,0,0
2020-07-14,0.286,0,0,0,0,0,0
2020-07-15,0.286,0,0,0,0,0,0
2020-07-16,0.429,1,0,0,0,0,0
2020-07-17,0.429,2,0,0,0,0,0
2020-07-18,0.429,0,0,0,0,0,0
2020-07-19,0.571,1,0,0,0,0,0
2020-07-20,0.571,0,0,0,0,0,0
2020-07-21,0.571,0,0,0,0,0,0
2020-07-22,0.571,0,0,0,0,0,0
2020-07-23,0.429,0,0,0,0,0,0
2020-07-24,0.571,3,0,0,0,0,0
2020-07-25,0.571,0,0,0,0,0,0
2020-07-26,0.429,0,0,0,0,0,0
2020-07-27,1.0,4,0,0,0,0,0
2020-07-28,1.714,5,0,0,0,0,0
2020-07-29,1.714,0,0,0,0,0,0
2020-07-30,1.714,0,0,0,0,0,0
2020-07-31,1.286,0,0,0,0,0,0
2020-08-01,2.286,6,0,0,0,0,1
2020-08-02,2.429,1,0,0,0,0,0
2020-08-03,1.857,0,0,0,0,0,0
2020-08-04,1.286,1,0,0,0,0,0
2020-08-05,1.286,0,0,0,0,0,0
2020-08-06,1.429,1,0,0,0,0,0
2020-08-07,1.429,0,0,0,0,0,0
2020-08-08,0.714,2,0,0,0,0,0
2020-08-09,0.714,1,0,0,0,0,0
2020-08-10,0.714,0,0,0,0,0,0
2020-08-11,0.571,0,0,0,0,0,0
2020-08-12,0.714,1,0,0,0,0,0
2020-08-13,0.571,0,0,0,0,0,0
2020-08-14,0.571,0,0,0,0,0,0
2020-08-15,0.429,1,0,0,0,0,0
2020-08-16,0.571,2,0,0,0,0,0
2020-08-17,0.714,1,0,0,0,0,0
2020-08-18,0.857,1,0,0,0,0,0
2020-08-19,0.714,0,0,0,0,0,0
2020-08-20,0.714,0,0,0,0,0,0
2020-08-21,0.714,0,0,0,0,0,0
2020-08-22,0.714,1,0,0,0,0,0
2020-08-23,0.429,0,0,0,0,0,0
2020-08-24,0.286,0,0,0,0,0,0
2020-08-25,0.143,0,0,0,0,0,0
2020-08-26,0.143,0,0,0,0,0,0
2020-08-27,0.143,0,0,0,0,0,0
2020-08-28,0.143,0,0,0,0,0,0
2020-08-29,0.143,1,0,0,0,0,0
2020-08-30,0.143,0,0,0,0,0,0
2020-08-31,0.143,0,0,0,0,0,0
2020-09-01,0.143,0,0,0,0,0,0
2020-09-02,0.286,1,0,0,0,0,0
2020-09-03,0.286,0,0,0,0,0,0
2020-09-04,0.429,1,0,0,0,0,0
2020-09-05,0.571,2,0,0,0,0,0
2020-09-06,0.714,1,0,0,0,0,0
2020-09-07,0.857,1,0,0,0,0,0
2020-09-08,1.0,1,0,0,0,0,0
2020-09-09,0.857,0,0,0,0,0,0
2020-09-10,1.0,1,0,0,0,0,0
2020-09-11,1.143,2,0,0,0,0,0
2020-09-12,0.857,0,0,0,0,0,0
2020-09-13,0.714,0,0,0,0,0,0
2020-09-14,0.714,1,0,0,0,0,0
2020-09-15,0.571,0,0,0,0,0,0
2020-09-16,0.714,1,0,0,0,0,0
2020-09-17,1.0,3,0,0,0,0,0
2020-09-18,0.714,0,0,0,0,0,0
2020-09-19,1.143,3,0,0,0,0,0
2020-09-20,1.286,1,0,0,0,0,0
2020-09-21,1.429,2,0,0,0,0,0
2020-09-22,1.429,0,0,0,0,0,0
2020-09-23,1.286,0,0,0,0,0,0
2020-09-24,0.857,0,0,0,0,0,0
2020-09-25,1.0,1,0,0,0,0,0
2020-09-26,0.571,0,0,0,0,0,0
2020-09-27,0.429,0,0,0,0,0,0
2020-09-28,0.571,3,0,0,0,0,0
2020-09-29,0.571,0,0,0,0,0,0
2020-09-30,0.714,1,0,0,0,0,0
2020-10-01,0.857,1,0,0,0,0,0
2020-10-02,1.0,2,0,0,0,0,0
2020-10-03,1.0,0,0,0,0,0,0
2020-10-04,1.0,0,0,0,0,0,0
2020-10-05,0.714,1,0,0,0,0,0
2020-10-06,1.143,3,0,0,0,0,0
2020-10-07,1.286,2,0,0,0,0,0
2020-10-08,1.286,1,0,0,0,0,0
2020-10-09,1.429,3,0,0,0,0,0
2020-10-10,1.429,0,0,0,0,0,0
2020-10-11,1.429,0,0,0,0,0,0
2020-10-12,1.571,2,0,0,0,0,0
2020-10-13,1.143,0,0,0,0,0,0
2020-10-14,0.857,0,0,0,0,0,0
2020-10-15,0.857,1,0,0,0,0,0
2020-10-16,1.0,4,0,0,0,0,0
2020-10-17,1.0,0,0,0,0,0,0
2020-10-18,1.0,0,0,0,0,0,0
2020-10-19,1.429,5,0,0,0,0,0
2020-10-20,1.857,3,0,0,0,0,0
2020-10-21,2.0,1,0,0,0,0,0
2020-10-22,2.429,4,0,0,0,0,0
2020-10-23,1.857,0,0,0,0,0,0
2020-10-24,2.143,2,0,0,0,0,0
2020-10-25,2.143,0,0,0,0,0,0
2020-10-26,1.429,0,0,0,0,0,0
2020-10-27,1.0,0,0,0,0,0,0
2020-10-28,1.0,1,0,0,0,0,0
2020-10-29,0.857,3,0,0,0,0,0
2020-10-30,1.0,1,0,0,0,0,0
2020-10-31,0.857,1,0,0,0,0,0
2020-11-01,1.286,3,0,0,0,0,0
2020-11-02,2.0,5,0,0,0,0,0
2020-11-03,2.571,4,0,0,0,0,0
2020-11-04,2.571,1,0,0,0,0,0
2020-11-05,2.286,1,0,0,0,0,0
2020-11-06,2.714,4,0,0,0,0,0
2020-11-07,2.571,0,0,0,0,0,0
2020-11-08,2.714,4,0,0,0,0,0
2020-11-09,2.143,1,0,0,0,0,0
2020-11-10,1.857,2,0,0,0,0,0
2020-11-11,2.286,4,0,0,0,0,0
2020-11-12,2.857,5,0,0,0,0,0
2020-11-13,3.429,8,0,0,0,0,0
2020-11-14,3.857,3,0,0,0,0,0
2020-11-15,3.571,2,0,0,0,0,0
2020-11-16,3.571,1,0,0,0,0,0
2020-11-17,3.571,2,0,0,0,0,0
2020-11-18,3.286,2,0,0,0,0,0
2020-11-19,2.857,2,0,0,0,0,0
2020-11-20,2.0,2,0,0,0,0,0
2020-11-21,1.571,0,0,0,0,0,0
2020-11-22,2.143,6,0,0,0,0,0
2020-11-23,2.143,1,0,0,0,0,0
2020-11-24,1.857,0,0,0,0,0,0
2020-11-25,2.286,5,0,0,0,0,0
2020-11-26,2.286,2,0,0,0,0,0
2020-11-27,4.0,14,0,0,0,0,0
2020-11-28,5.286,9,0,0,0,0,0
2020-11-29,4.857,3,0,0,0,0,0
2020-11-30,8.143,24,0,0,0,0,0
2020-12-01,8.714,4,0,0,0,0,0
2020-12-02,8.857,6,0,0,0,0,0
2020-12-03,8.714,1,0,0,0,0,0
2020-12-04,7.286,4,0,0,0,0,0
2020-12-05,6.571,4,0,0,0,0,0
2020-12-06,9.286,22,0,0,0,0,0
2020-12-07,5.857,0,0,0,0,0,0
2020-12-08,5.571,2,0,0,0,0,0
2020-12-09,5.0,2,0,0,0,0,0
2020-12-10,5.429,4,0,0,0,0,0
2020-12-11,5.0,1,0,0,0,0,0
2020-12-12,5.571,8,0,0,0,0,0
2020-12-13,2.857,3,0,0,0,0,0
2020-12-14,3.429,4,0,0,0,0,0
2020-12-15,3.429,2,0,0,0,0,0
2020-12-16,4.143,7,0,0,0,0,0
2020-12-17,4.714,8,0,0,0,0,0
2020-12-18,4.857,1,0,0,0,1,0
2020-12-19,4.286,4,0,0,0,0,0
2020-12-20,4.286,2,0,0,0,1,0
2020-12-21,3.714,0,0,0,0,0,0
2020-12-22,4.0,3,1,0,0,0,0
2020-12-23,3.857,6,0,0,0,0,0
2020-12-24,2.714,0,0,0,0,0,0
2020-12-25,3.0,4,0,0,0,0,0
2020-12-26,2.857,3,0,0,0,0,0
2020-12-27,2.714,2,0,0,0,0,0
2020-12-28,3.857,8,0,0,0,0,0
2020-12-29,3.571,2,0,0,0,0,0
2020-12-30,3.0,2,0,0,0,0,0
2020-12-31,3.286,2,0,0,0,0,0
