date,moving_avg,airport,quarantine,isolation,monitoring,hospital,overseas,no_data
2020-04-21,4.5714,0,3,0,0,0,0,0
2020-04-22,4.4286,0,1,0,0,0,0,0
2020-04-23,4.5714,0,1,0,0,0,0,0
2020-04-24,4.7143,0,1,0,0,0,0,0
2020-04-25,4.4286,0,1,0,0,0,0,0
2020-04-26,1.2857,0,0,0,0,0,0,0
2020-04-27,1.0,0,0,0,0,0,0,0
2020-04-28,0.5714,0,0,0,0,0,0,0
2020-04-29,0.4286,0,0,0,0,0,0,0
2020-04-30,0.2857,0,0,0,0,0,0,0
2020-05-01,0.1429,0,0,0,0,0,0,0
2020-05-02,0.4286,3,0,0,0,0,0,0
2020-05-03,1.0,0,4,0,0,0,0,0
2020-05-04,1.2857,0,1,1,0,0,0,0
2020-05-05,1.2857,0,0,0,0,0,0,0
2020-05-06,1.4286,0,1,0,0,0,0,0
2020-05-07,1.5714,0,1,0,0,0,0,0
2020-05-08,1.5714,0,0,0,0,0,0,0
2020-05-09,1.1429,0,0,0,0,0,0,0
2020-05-10,0.5714,0,0,0,0,0,0,0
2020-05-11,0.2857,0,0,0,0,0,0,0
2020-05-12,0.2857,0,0,0,0,0,0,0
2020-05-13,0.1429,0,0,0,0,0,0,0
2020-05-14,0.0,0,0,0,0,0,0,0
2020-05-15,0.0,0,0,0,0,0,0,0
2020-05-16,0.0,0,0,0,0,0,0,0
2020-05-17,0.0,0,0,0,0,0,0,0
2020-05-18,0.0,0,0,0,0,0,0,0
2020-05-19,0.0,0,0,0,0,0,0,0
2020-05-20,0.0,0,0,0,0,0,0,0
2020-05-21,0.1429,1,0,0,0,0,0,0
2020-05-22,0.1429,0,0,0,0,0,0,0
2020-05-23,0.1429,0,0,0,0,0,0,0
2020-05-24,0.1429,0,0,0,0,0,0,0
2020-05-25,0.1429,0,0,0,0,0,0,0
2020-05-26,0.1429,0,0,0,0,0,0,0
2020-05-27,0.1429,0,0,0,0,0,0,0
2020-05-28,0.0,0,0,0,0,0,0,0
2020-05-29,0.1429,1,0,0,0,0,0,0
2020-05-30,0.1429,0,0,0,0,0,0,0
2020-05-31,0.1429,0,0,0,0,0,0,0
2020-06-01,0.2857,1,0,0,0,0,0,0
2020-06-02,0.2857,0,0,0,0,0,0,0
2020-06-03,0.2857,0,0,0,0,0,0,0
2020-06-04,0.2857,0,0,0,0,0,0,0
2020-06-05,0.1429,0,0,0,0,0,0,0
2020-06-06,0.1429,0,0,0,0,0,0,0
2020-06-07,0.1429,0,0,0,0,0,0,0
2020-06-08,0.0,0,0,0,0,0,0,0
2020-06-09,0.0,0,0,0,0,0,0,0
2020-06-10,0.0,0,0,0,0,0,0,0
2020-06-11,0.0,0,0,0,0,0,0,0
2020-06-12,0.0,0,0,0,0,0,0,0
2020-06-13,0.0,0,0,0,0,0,0,0
2020-06-14,0.0,0,0,0,0,0,0,0
2020-06-15,0.2857,2,0,0,0,0,0,0
2020-06-16,0.2857,0,0,0,0,0,0,0
2020-06-17,0.2857,0,0,0,0,0,0,0
2020-06-18,0.4286,0,1,0,0,0,0,0
2020-06-19,0.4286,0,0,0,0,0,0,0
2020-06-20,0.4286,0,0,0,0,0,0,0
2020-06-21,0.4286,0,0,0,0,0,0,0
2020-06-22,0.1429,0,0,0,0,0,0,0
2020-06-23,0.1429,0,0,0,0,0,0,0
2020-06-24,0.1429,0,0,0,0,0,0,0
2020-06-25,0.1429,1,0,0,0,0,0,0
2020-06-26,0.1429,0,0,0,0,0,0,0
2020-06-27,0.1429,0,0,0,0,0,0,0
2020-06-28,0.1429,0,0,0,0,0,0,0
2020-06-29,0.1429,0,0,0,0,0,0,0
2020-06-30,0.1429,0,0,0,0,0,0,0
2020-07-01,0.1429,0,0,0,0,0,0,0
2020-07-02,0.1429,1,0,0,0,0,0,0
2020-07-03,0.2857,1,0,0,0,0,0,0
2020-07-04,0.2857,0,0,0,0,0,0,0
2020-07-05,0.2857,0,0,0,0,0,0,0
2020-07-06,0.2857,0,0,0,0,0,0,0
2020-07-07,0.2857,0,0,0,0,0,0,0
2020-07-08,0.2857,0,0,0,0,0,0,0
2020-07-09,0.1429,0,0,0,0,0,0,0
2020-07-10,0.2857,1,1,0,0,0,0,0
2020-07-11,0.2857,0,0,0,0,0,0,0
2020-07-12,0.2857,0,0,0,0,0,0,0
2020-07-13,0.2857,0,0,0,0,0,0,0
2020-07-14,0.2857,0,0,0,0,0,0,0
2020-07-15,0.2857,0,0,0,0,0,0,0
2020-07-16,0.4286,1,0,0,0,0,0,0
2020-07-17,0.4286,2,0,0,0,0,0,0
2020-07-18,0.4286,0,0,0,0,0,0,0
2020-07-19,0.5714,1,0,0,0,0,0,0
2020-07-20,0.5714,0,0,0,0,0,0,0
2020-07-21,0.5714,0,0,0,0,0,0,0
2020-07-22,0.5714,0,0,0,0,0,0,0
2020-07-23,0.4286,0,0,0,0,0,0,0
2020-07-24,0.5714,2,1,0,0,0,0,0
2020-07-25,0.5714,0,0,0,0,0,0,0
2020-07-26,0.4286,0,0,0,0,0,0,0
2020-07-27,1.0,3,1,0,0,0,0,0
2020-07-28,1.7143,5,0,0,0,0,0,0
2020-07-29,1.7143,0,0,0,0,0,0,0
2020-07-30,1.7143,0,0,0,0,0,0,0
2020-07-31,1.2857,0,0,0,0,0,0,0
2020-08-01,2.2857,1,3,1,0,1,1,0
2020-08-02,2.4286,0,1,0,0,0,0,0
2020-08-03,1.8571,0,0,0,0,0,0,0
2020-08-04,1.2857,0,1,0,0,0,0,0
2020-08-05,1.2857,0,0,0,0,0,0,0
2020-08-06,1.4286,0,0,1,0,0,0,0
2020-08-07,1.4286,0,0,0,0,0,0,0
2020-08-08,0.7143,0,2,0,0,0,0,0
2020-08-09,0.7143,0,1,0,0,0,0,0
2020-08-10,0.7143,0,0,0,0,0,0,0
2020-08-11,0.5714,0,0,0,0,0,0,0
2020-08-12,0.7143,0,1,0,0,0,0,0
2020-08-13,0.5714,0,0,0,0,0,0,0
2020-08-14,0.5714,0,0,0,0,0,0,0
2020-08-15,0.4286,1,0,0,0,0,0,0
2020-08-16,0.5714,0,2,0,0,0,0,0
2020-08-17,0.7143,0,1,0,0,0,0,0
2020-08-18,0.8571,0,1,0,0,0,0,0
2020-08-19,0.7143,0,0,0,0,0,0,0
2020-08-20,0.7143,0,0,0,0,0,0,0
2020-08-21,0.7143,0,0,0,0,0,0,0
2020-08-22,0.7143,1,0,0,0,0,0,0
2020-08-23,0.4286,0,0,0,0,0,0,0
2020-08-24,0.2857,0,0,0,0,0,0,0
2020-08-25,0.1429,0,0,0,0,0,0,0
2020-08-26,0.1429,0,0,0,0,0,0,0
2020-08-27,0.1429,0,0,0,0,0,0,0
2020-08-28,0.1429,0,0,0,0,0,0,0
2020-08-29,0.1429,1,0,0,0,0,0,0
2020-08-30,0.1429,0,0,0,0,0,0,0
2020-08-31,0.1429,0,0,0,0,0,0,0
2020-09-01,0.1429,0,0,0,0,0,0,0
2020-09-02,0.2857,0,0,0,0,1,0,0
2020-09-03,0.2857,0,0,0,0,0,0,0
2020-09-04,0.4286,0,1,0,0,0,0,0
2020-09-05,0.5714,1,1,0,0,0,0,0
2020-09-06,0.7143,1,0,0,0,0,0,0
2020-09-07,0.8571,0,1,0,0,0,0,0
2020-09-08,1.0,1,0,0,0,0,0,0
2020-09-09,0.8571,0,0,0,0,0,0,0
2020-09-10,1.0,0,1,0,0,0,0,0
2020-09-11,1.1429,1,1,0,0,0,0,0
2020-09-12,0.8571,0,0,0,0,0,0,0
2020-09-13,0.7143,0,0,0,0,0,0,0
2020-09-14,0.7143,1,0,0,0,0,0,0
2020-09-15,0.5714,0,0,0,0,0,0,0
2020-09-16,0.7143,1,0,0,0,0,0,0
2020-09-17,1.0,2,1,0,0,0,0,0
2020-09-18,0.7143,0,0,0,0,0,0,0
2020-09-19,1.1429,2,0,0,0,1,0,0
2020-09-20,1.2857,1,0,0,0,0,0,0
2020-09-21,1.4286,1,0,1,0,0,0,0
2020-09-22,1.4286,0,0,0,0,0,0,0
2020-09-23,1.2857,0,0,0,0,0,0,0
2020-09-24,0.8571,0,0,0,0,0,0,0
2020-09-25,1.0,0,1,0,0,0,0,0
2020-09-26,0.5714,0,0,0,0,0,0,0
2020-09-27,0.4286,0,0,0,0,0,0,0
2020-09-28,0.5714,1,2,0,0,0,0,0
2020-09-29,0.5714,0,0,0,0,0,0,0
2020-09-30,0.7143,0,0,0,0,1,0,0
2020-10-01,0.8571,1,0,0,0,0,0,0
2020-10-02,1.0,1,1,0,0,0,0,0
2020-10-03,1.0,0,0,0,0,0,0,0
2020-10-04,1.0,0,0,0,0,0,0,0
2020-10-05,0.7143,0,0,0,0,1,0,0
2020-10-06,1.1429,3,0,0,0,0,0,0
2020-10-07,1.2857,0,1,0,0,1,0,0
2020-10-08,1.2857,0,0,0,0,1,0,0
2020-10-09,1.4286,0,2,0,0,1,0,0
2020-10-10,1.4286,0,0,0,0,0,0,0
2020-10-11,1.4286,0,0,0,0,0,0,0
2020-10-12,1.5714,0,2,0,0,0,0,0
2020-10-13,1.1429,0,0,0,0,0,0,0
2020-10-14,0.8571,0,0,0,0,0,0,0
2020-10-15,0.8571,0,0,0,0,1,0,0
2020-10-16,1.0,0,4,0,0,0,0,0
2020-10-17,1.0,0,0,0,0,0,0,0
2020-10-18,1.0,0,0,0,0,0,0,0
2020-10-19,1.4286,0,5,0,0,0,0,0
2020-10-20,1.8571,1,2,0,0,0,0,0
2020-10-21,2.0,0,0,0,0,1,0,0
2020-10-22,2.4286,1,3,0,0,0,0,0
2020-10-23,1.8571,0,0,0,0,0,0,0
2020-10-24,2.1429,0,1,0,0,1,0,0
2020-10-25,2.1429,0,0,0,0,0,0,0
2020-10-26,1.4286,0,0,0,0,0,0,0
2020-10-27,1.0,0,0,0,0,0,0,0
2020-10-28,1.0,0,0,0,0,1,0,0
2020-10-29,0.8571,1,2,0,0,0,0,0
2020-10-30,1.0,0,1,0,0,0,0,0
2020-10-31,0.8571,1,0,0,0,0,0,0
2020-11-01,1.2857,2,0,0,0,1,0,0
2020-11-02,2.0,0,2,1,0,2,0,0
2020-11-03,2.5714,2,2,0,0,0,0,0
2020-11-04,2.5714,0,1,0,0,0,0,0
2020-11-05,2.2857,1,0,0,0,0,0,0
2020-11-06,2.7143,1,3,0,0,0,0,0
2020-11-07,2.5714,0,0,0,0,0,0,0
2020-11-08,2.7143,0,3,0,0,1,0,0
2020-11-09,2.1429,0,1,0,0,0,0,0
2020-11-10,1.8571,0,2,0,0,0,0,0
2020-11-11,2.2857,0,4,0,0,0,0,0
2020-11-12,2.8571,0,5,0,0,0,0,0
2020-11-13,3.4286,2,6,0,0,0,0,0
2020-11-14,3.8571,0,2,0,0,1,0,0
2020-11-15,3.5714,2,0,0,0,0,0,0
2020-11-16,3.5714,0,1,0,0,0,0,0
2020-11-17,3.5714,1,1,0,0,0,0,0
2020-11-18,3.2857,0,2,0,0,0,0,0
2020-11-19,2.8571,1,1,0,0,0,0,0
2020-11-20,2.0,0,2,0,0,0,0,0
2020-11-21,1.5714,0,0,0,0,0,0,0
2020-11-22,2.1429,1,5,0,0,0,0,0
2020-11-23,2.1429,1,0,0,0,0,0,0
2020-11-24,1.8571,0,0,0,0,0,0,0
2020-11-25,2.2857,0,5,0,0,0,0,0
2020-11-26,2.2857,1,0,0,0,1,0,0
2020-11-27,4.0,0,14,0,0,0,0,0
2020-11-28,5.2857,4,4,1,0,0,0,0
2020-11-29,4.8571,0,3,0,0,0,0,0
2020-11-30,8.1429,2,22,0,0,0,0,0
2020-12-01,8.7143,2,1,0,0,1,0,0
2020-12-02,8.8571,0,5,0,0,1,0,0
2020-12-03,8.7143,0,1,0,0,0,0,0
2020-12-04,7.2857,0,3,0,0,1,0,0
2020-12-05,6.5714,0,3,0,0,1,0,0
2020-12-06,9.2857,0,18,0,0,4,0,0
2020-12-07,5.8571,0,0,0,0,0,0,0
2020-12-08,5.5714,0,2,0,0,0,0,0
2020-12-09,5.0,0,0,0,0,2,0,0
2020-12-10,5.4286,0,4,0,0,0,0,0
2020-12-11,5.0,0,1,0,0,0,0,0
2020-12-12,5.5714,0,7,0,0,1,0,0
2020-12-13,2.8571,0,1,0,0,2,0,0
2020-12-14,3.4286,0,1,0,0,3,0,0
2020-12-15,3.4286,0,2,0,0,0,0,0
2020-12-16,4.1429,0,2,0,0,5,0,0
2020-12-17,4.7143,0,3,4,0,1,0,0
2020-12-18,4.8571,0,1,1,0,0,0,0
2020-12-19,4.2857,0,1,0,0,3,0,0
2020-12-20,4.2857,0,0,2,0,1,0,0
2020-12-21,3.7143,0,0,0,0,0,0,0
2020-12-22,4.0,0,2,1,0,1,0,0
2020-12-23,3.8571,0,4,0,0,2,0,0
2020-12-24,2.7143,0,0,0,0,0,0,0
2020-12-25,3.0,1,3,0,0,0,0,0
2020-12-26,2.8571,0,0,0,0,3,0,0
2020-12-27,2.7143,0,0,0,0,2,0,0
2020-12-28,3.8571,3,5,0,0,0,0,0
2020-12-29,3.5714,0,1,0,0,1,0,0
2020-12-30,3.0,0,2,0,0,0,0,0
2020-12-31,3.2857,0,1,0,0,1,0,0
