date,total,Keelung,Taipei,New_Taipei,Taoyuan,Hsinchu,Hsinchu_C,Miaoli,Taichung,Changhua,Nantou,Yunlin,Chiayi,Chiayi_C,Tainan,Kaohsiung,Pingtung,Yilan,Hualien,Taitung,Penghu,Kinmen,Matsu
2021-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-28,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-29,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-30,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-02,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-03,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-06,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-08,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-10,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-11,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
2021-05-12,16,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-05-13,13,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-05-14,27,0,6,16,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021-05-15,181,1,86,79,4,0,0,0,1,6,0,0,0,0,0,0,0,4,0,0,0,0,0
2021-05-16,203,2,93,92,3,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0
2021-05-17,332,6,159,147,10,1,0,1,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0
2021-05-18,237,3,103,104,12,0,1,0,0,10,0,1,0,0,0,3,0,0,0,0,0,0,0
2021-05-19,266,5,70,130,15,0,2,0,5,28,0,0,0,0,2,6,0,3,0,0,0,0,0
2021-05-20,284,5,81,161,17,0,0,0,3,6,0,1,0,0,0,2,0,8,0,0,0,0,0
2021-05-21,311,8,125,147,11,0,0,0,6,5,1,1,0,0,0,4,1,2,0,0,0,0,0
2021-05-22,720,10,264,385,23,2,3,1,11,4,1,1,0,0,1,3,5,3,3,0,0,0,0
2021-05-23,450,5,165,207,24,1,2,0,5,11,8,2,1,1,2,0,8,7,1,0,0,0,0
2021-05-24,589,7,244,281,22,1,0,2,8,12,1,0,0,0,3,5,3,0,0,0,0,0,0
2021-05-25,534,12,196,249,23,1,4,2,10,12,2,1,0,0,4,3,4,8,1,2,0,0,0
2021-05-26,638,14,310,251,25,4,0,1,11,2,0,2,0,1,8,2,2,2,1,1,0,0,1
2021-05-27,666,18,223,327,23,5,1,1,10,13,1,1,0,3,1,14,3,10,6,4,0,0,2
2021-05-28,553,8,211,270,22,1,1,0,10,9,1,0,0,2,6,1,1,0,9,1,0,0,0
2021-05-29,480,14,168,219,18,2,1,3,33,2,0,1,4,0,0,1,0,5,4,5,0,0,0
2021-05-30,358,9,81,199,24,0,1,9,9,9,4,0,3,0,0,1,0,1,6,1,0,0,1
2021-05-31,347,3,121,172,27,1,2,3,5,10,0,0,0,0,0,1,0,0,1,0,1,0,0
2021-06-01,326,8,89,162,24,1,0,2,10,12,0,0,4,0,1,1,0,5,3,3,1,0,0
2021-06-02,548,18,146,315,28,2,1,12,3,10,1,0,0,0,2,5,0,0,1,4,0,0,0
2021-06-03,578,5,221,264,29,0,1,33,5,15,0,0,0,0,2,1,0,1,1,0,0,0,0
2021-06-04,458,6,146,231,12,1,1,40,7,6,2,1,1,0,0,1,1,1,1,0,0,0,0
2021-06-05,504,13,139,225,18,7,1,66,9,11,3,1,3,0,1,3,4,0,0,0,0,0,0
2021-06-06,321,3,65,140,16,3,0,71,2,3,0,3,0,1,2,3,0,9,0,0,0,0,0
2021-06-07,201,3,59,81,5,1,3,35,0,8,0,0,1,0,0,0,1,1,0,0,3,0,0
2021-06-08,219,8,54,123,13,0,1,16,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0
2021-06-09,272,11,60,162,15,1,0,12,1,3,3,0,0,1,1,0,0,2,0,0,0,0,0
2021-06-10,262,13,57,110,14,2,1,43,0,10,2,0,0,0,1,0,0,1,7,1,0,0,0
2021-06-11,285,8,47,119,20,12,3,57,4,7,0,2,0,0,1,0,0,3,2,0,0,0,0
2021-06-12,249,16,67,132,10,1,2,11,2,2,0,1,0,0,0,1,0,1,3,0,0,0,0
2021-06-13,174,7,63,80,16,2,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-14,185,15,40,99,10,3,0,7,1,3,0,1,0,0,0,0,0,2,4,0,0,0,0
2021-06-15,132,4,27,63,12,0,0,18,2,1,0,0,1,0,2,0,0,0,2,0,0,0,0
2021-06-16,166,2,51,65,13,4,0,21,1,0,0,0,0,0,0,1,0,0,8,0,0,0,0
2021-06-17,175,2,37,84,7,10,0,31,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2021-06-18,185,4,71,75,6,1,0,25,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021-06-19,127,2,29,82,8,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-20,107,1,32,44,16,4,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-21,74,2,21,38,5,0,0,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
2021-06-22,77,2,24,44,1,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-06-23,104,3,22,45,7,9,0,4,0,1,1,0,0,0,0,9,1,2,0,0,0,0,0
2021-06-24,129,9,35,53,8,5,0,5,0,0,2,0,0,0,0,6,6,0,0,0,0,0,0
2021-06-25,76,1,19,33,10,4,0,3,1,2,0,0,0,0,0,2,0,1,0,0,0,0,0
2021-06-26,78,3,30,36,3,1,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0
